appid,review_score_desc,total_positive,total_negative
4447940,2 user reviews,1,1
4448030,No user reviews,0,0
4448040,No user reviews,0,0
4448050,No user reviews,0,0
4448100,Positive,10,0
4448140,No user reviews,0,0
4448200,No user reviews,0,0
4448240,No user reviews,0,0
4448270,No user reviews,0,0
4448360,No user reviews,0,0
4448490,No user reviews,0,0
4448530,4 user reviews,4,0
4448550,Positive,10,0
4448570,No user reviews,0,0
4448610,No user reviews,0,0
4448620,No user reviews,0,0
4448650,No user reviews,0,0
4448670,3 user reviews,3,0
4448690,No user reviews,0,0
4448700,No user reviews,0,0
4448720,6 user reviews,2,4
4448890,No user reviews,0,0
4448920,No user reviews,0,0
4448930,No user reviews,0,0
4448950,No user reviews,0,0
4448960,No user reviews,0,0
4448970,No user reviews,0,0
4448980,No user reviews,0,0
4448990,No user reviews,0,0
4449000,No user reviews,0,0
4449030,No user reviews,0,0
4449050,3 user reviews,2,1
4449070,Very Positive,110,16
4449090,No user reviews,0,0
4449150,No user reviews,0,0
4449170,No user reviews,0,0
4449190,No user reviews,0,0
4449220,No user reviews,0,0
4449240,No user reviews,0,0
4449260,No user reviews,0,0
4449310,No user reviews,0,0
4449340,1 user reviews,1,0
4449380,5 user reviews,5,0
4449390,Positive,29,7
4449410,No user reviews,0,0
4449420,No user reviews,0,0
4449460,No user reviews,0,0
4449470,No user reviews,0,0
4449480,No user reviews,0,0
4449500,No user reviews,0,0
4449510,No user reviews,0,0
4449540,No user reviews,0,0
4449570,No user reviews,0,0
4449620,No user reviews,0,0
4449650,No user reviews,0,0
4449700,2 user reviews,2,0
4449740,No user reviews,0,0
4449750,No user reviews,0,0
4449760,No user reviews,0,0
4449800,No user reviews,0,0
4449810,No user reviews,0,0
4449830,3 user reviews,1,2
4449960,No user reviews,0,0
4449990,No user reviews,0,0
4450000,No user reviews,0,0
4450010,6 user reviews,5,1
4450020,7 user reviews,6,1
4450030,No user reviews,0,0
4450050,No user reviews,0,0
4450060,6 user reviews,5,1
4450070,No user reviews,0,0
4450080,Positive,19,1
4450110,No user reviews,0,0
4450160,Mixed,72,46
4450170,No user reviews,0,0
4450190,6 user reviews,6,0
4450210,9 user reviews,9,0
4450240,No user reviews,0,0
4450260,2 user reviews,2,0
4450270,No user reviews,0,0
4450300,No user reviews,0,0
4450330,Positive,11,1
4450350,Very Positive,306,25
4450390,No user reviews,0,0
4450400,No user reviews,0,0
4450440,No user reviews,0,0
4450450,Positive,11,0
4450500,No user reviews,0,0
4450550,Very Positive,97,9
4450560,No user reviews,0,0
4450570,No user reviews,0,0
4450600,No user reviews,0,0
4450610,Mixed,15,13
4450620,No user reviews,0,0
4450640,4 user reviews,4,0
4450660,No user reviews,0,0
4450670,1 user reviews,1,0
4450680,No user reviews,0,0
4450690,No user reviews,0,0
4450700,No user reviews,0,0
4450710,1 user reviews,0,1
4450730,2 user reviews,0,2
4450740,2 user reviews,1,1
4450760,No user reviews,0,0
4450770,No user reviews,0,0
4450800,Overwhelmingly Positive,2405,62
4450820,No user reviews,0,0
4450840,No user reviews,0,0
4450870,No user reviews,0,0
4450900,No user reviews,0,0
4450910,No user reviews,0,0
4450980,No user reviews,0,0
4451000,1 user reviews,0,1
4451040,No user reviews,0,0
4451080,5 user reviews,2,3
4451190,No user reviews,0,0
4451200,No user reviews,0,0
4451210,No user reviews,0,0
4451220,Positive,20,0
4451230,No user reviews,0,0
4451240,Positive,11,1
4451260,No user reviews,0,0
4451310,No user reviews,0,0
4451320,7 user reviews,6,1
4451370,Positive,20,1
4451400,No user reviews,0,0
4451410,No user reviews,0,0
4451450,No user reviews,0,0
4451510,No user reviews,0,0
4451520,Positive,18,3
4451570,No user reviews,0,0
4451610,Positive,10,1
4451730,3 user reviews,2,1
4451740,No user reviews,0,0
4451760,No user reviews,0,0
4451770,No user reviews,0,0
4451790,No user reviews,0,0
4451800,No user reviews,0,0
4451820,No user reviews,0,0
4451830,No user reviews,0,0
4451840,2 user reviews,1,1
4451860,No user reviews,0,0
4451890,No user reviews,0,0
4451910,No user reviews,0,0
4451920,No user reviews,0,0
4451940,No user reviews,0,0
4451950,2 user reviews,2,0
4451970,3 user reviews,3,0
4452020,No user reviews,0,0
4452050,4 user reviews,4,0
4452060,3 user reviews,3,0
4452070,1 user reviews,1,0
4452090,No user reviews,0,0
4452150,1 user reviews,0,1
4452200,No user reviews,0,0
4452220,Mixed,16,12
4452230,9 user reviews,6,3
4452250,No user reviews,0,0
4452270,No user reviews,0,0
4452280,No user reviews,0,0
4452300,1 user reviews,1,0
4452310,3 user reviews,3,0
4452320,1 user reviews,1,0
4452390,No user reviews,0,0
4452440,No user reviews,0,0
4452480,Mixed,7,4
4452490,No user reviews,0,0
4452500,No user reviews,0,0
4452510,No user reviews,0,0
4452550,No user reviews,0,0
4452570,5 user reviews,2,3
4452620,No user reviews,0,0
4452630,No user reviews,0,0
4452660,Positive,21,3
4452670,No user reviews,0,0
4452690,1 user reviews,0,1
4452700,No user reviews,0,0
4452750,Positive,23,0
4452770,2 user reviews,1,1
4452790,No user reviews,0,0
4452820,No user reviews,0,0
4452840,No user reviews,0,0
4452890,No user reviews,0,0
4452910,No user reviews,0,0
4452940,No user reviews,0,0
4452950,No user reviews,0,0
4452990,1 user reviews,1,0
4453020,7 user reviews,6,1
4453060,No user reviews,0,0
4453130,2 user reviews,2,0
4453140,No user reviews,0,0
4453160,1 user reviews,1,0
4453180,3 user reviews,3,0
4453190,No user reviews,0,0
4453230,Positive,12,1
4453250,No user reviews,0,0
4453280,No user reviews,0,0
4453290,Very Positive,144,35
4453300,No user reviews,0,0
4453310,No user reviews,0,0
4453320,No user reviews,0,0
4453340,No user reviews,0,0
4453370,Positive,10,0
4453420,No user reviews,0,0
4453440,2 user reviews,2,0
4453470,No user reviews,0,0
4453540,No user reviews,0,0
4453560,No user reviews,0,0
4453600,No user reviews,0,0
4453610,1 user reviews,1,0
4453660,No user reviews,0,0
4453680,No user reviews,0,0
4453690,1 user reviews,1,0
4453700,No user reviews,0,0
4453710,No user reviews,0,0
4453760,No user reviews,0,0
4453800,No user reviews,0,0
4453830,No user reviews,0,0
4453840,2 user reviews,2,0
4453860,No user reviews,0,0
4453880,No user reviews,0,0
4453930,No user reviews,0,0
4453950,No user reviews,0,0
4453970,No user reviews,0,0
4454000,No user reviews,0,0
4454010,No user reviews,0,0
4454030,No user reviews,0,0
4454060,No user reviews,0,0
4454110,No user reviews,0,0
4454140,No user reviews,0,0
4454160,3 user reviews,3,0
4454170,No user reviews,0,0
4454190,2 user reviews,2,0
4454280,No user reviews,0,0
4454430,No user reviews,0,0
4454450,Positive,14,1
4454460,No user reviews,0,0
4454510,No user reviews,0,0
4454610,No user reviews,0,0
4454630,No user reviews,0,0
4454690,No user reviews,0,0
4454720,No user reviews,0,0
4454760,No user reviews,0,0
4454780,No user reviews,0,0
4454790,3 user reviews,3,0
4454830,3 user reviews,3,0
4454840,No user reviews,0,0
4454860,4 user reviews,4,0
4454880,No user reviews,0,0
4454890,No user reviews,0,0
4454910,No user reviews,0,0
4454930,No user reviews,0,0
4455090,No user reviews,0,0
4455150,No user reviews,0,0
4455180,No user reviews,0,0
4455190,No user reviews,0,0
4455210,3 user reviews,3,0
4455400,No user reviews,0,0
4455420,No user reviews,0,0
4455450,No user reviews,0,0
4455480,4 user reviews,3,1
4455560,No user reviews,0,0
4455590,No user reviews,0,0
4455640,No user reviews,0,0
4455650,No user reviews,0,0
4455660,3 user reviews,3,0
4455670,Positive,10,0
4455690,Very Positive,49,4
4455740,No user reviews,0,0
4455780,No user reviews,0,0
4455790,5 user reviews,4,1
4455810,No user reviews,0,0
4455840,1 user reviews,1,0
4455850,No user reviews,0,0
4455910,No user reviews,0,0
4455920,No user reviews,0,0
4455950,7 user reviews,3,4
4455960,No user reviews,0,0
4455970,Mixed,11,8
4455980,No user reviews,0,0
4456000,No user reviews,0,0
4456020,1 user reviews,1,0
4456030,No user reviews,0,0
4456070,No user reviews,0,0
4456090,3 user reviews,3,0
4456100,No user reviews,0,0
4456110,No user reviews,0,0
4456130,1 user reviews,1,0
4456170,3 user reviews,3,0
4456210,2 user reviews,2,0
4456220,No user reviews,0,0
4456230,4 user reviews,3,1
4456300,5 user reviews,5,0
4456310,Very Positive,109,5
4456350,No user reviews,0,0
4456460,No user reviews,0,0
4456470,No user reviews,0,0
4456550,No user reviews,0,0
4456560,No user reviews,0,0
4456570,2 user reviews,2,0
4456600,No user reviews,0,0
4456610,No user reviews,0,0
4456620,No user reviews,0,0
4456630,No user reviews,0,0
4456640,No user reviews,0,0
4456670,No user reviews,0,0
4456720,5 user reviews,2,3
4456730,3 user reviews,3,0
4456740,No user reviews,0,0
4456750,Positive,20,3
4456780,No user reviews,0,0
4456800,No user reviews,0,0
4456880,Positive,14,3
4456910,No user reviews,0,0
4456930,No user reviews,0,0
4456940,No user reviews,0,0
4456960,No user reviews,0,0
4456970,No user reviews,0,0
4457010,1 user reviews,1,0
4457020,No user reviews,0,0
4457030,No user reviews,0,0
4457040,No user reviews,0,0
4457060,No user reviews,0,0
4457110,5 user reviews,3,2
4457130,No user reviews,0,0
4457150,No user reviews,0,0
4457180,No user reviews,0,0
4457250,No user reviews,0,0
4457260,3 user reviews,1,2
4457270,No user reviews,0,0
4457280,No user reviews,0,0
4457290,No user reviews,0,0
4457350,No user reviews,0,0
4457420,No user reviews,0,0
4457480,6 user reviews,4,2
4457510,1 user reviews,1,0
4457520,No user reviews,0,0
4457560,No user reviews,0,0
4457590,No user reviews,0,0
4457600,No user reviews,0,0
4457630,6 user reviews,6,0
4457660,No user reviews,0,0
4457760,No user reviews,0,0
4457790,9 user reviews,9,0
4457830,2 user reviews,1,1
4457870,Very Positive,54,1
4457890,No user reviews,0,0
4457900,No user reviews,0,0
4457950,No user reviews,0,0
4457970,No user reviews,0,0
4457980,No user reviews,0,0
4458000,No user reviews,0,0
4458020,3 user reviews,3,0
4458030,No user reviews,0,0
4458120,No user reviews,0,0
4458200,No user reviews,0,0
4458210,No user reviews,0,0
4458290,No user reviews,0,0
4458310,No user reviews,0,0
4458370,No user reviews,0,0
4458410,No user reviews,0,0
4458440,No user reviews,0,0
4458450,No user reviews,0,0
4458510,3 user reviews,2,1
4458560,1 user reviews,0,1
4458590,4 user reviews,4,0
4458600,4 user reviews,0,4
4458610,No user reviews,0,0
4458630,4 user reviews,3,1
4458730,No user reviews,0,0
4458740,No user reviews,0,0
4458750,Positive,12,0
4458810,No user reviews,0,0
4458820,4 user reviews,4,0
4458830,Very Positive,67,2
4458840,No user reviews,0,0
4458870,No user reviews,0,0
4458890,No user reviews,0,0
4458930,No user reviews,0,0
4458960,No user reviews,0,0
4458980,No user reviews,0,0
4458990,2 user reviews,2,0
4459000,8 user reviews,2,6
4459040,6 user reviews,5,1
4459070,No user reviews,0,0
4459080,No user reviews,0,0
4459090,No user reviews,0,0
4459140,1 user reviews,1,0
4459150,No user reviews,0,0
4459170,No user reviews,0,0
4459230,No user reviews,0,0
4459260,Positive,14,0
4459310,No user reviews,0,0
4459340,No user reviews,0,0
4459350,No user reviews,0,0
4459360,No user reviews,0,0
4459400,No user reviews,0,0
4459420,No user reviews,0,0
4459470,Mostly Positive,10,4
4459510,No user reviews,0,0
4459520,1 user reviews,0,1
4459540,No user reviews,0,0
4459570,No user reviews,0,0
4459590,No user reviews,0,0
4459600,No user reviews,0,0
4459610,No user reviews,0,0
4459630,No user reviews,0,0
4459650,No user reviews,0,0
4459670,No user reviews,0,0
4459680,2 user reviews,2,0
4459720,No user reviews,0,0
4459750,Mixed,13,10
4459760,2 user reviews,2,0
4459780,No user reviews,0,0
4459790,No user reviews,0,0
4459820,Positive,25,3
4459830,No user reviews,0,0
4459850,No user reviews,0,0
4459930,No user reviews,0,0
4459940,6 user reviews,5,1
4459950,No user reviews,0,0
4459980,No user reviews,0,0
4459990,No user reviews,0,0
4460000,No user reviews,0,0
4460010,No user reviews,0,0
4460050,No user reviews,0,0
4460060,Mixed,9,4
4460070,No user reviews,0,0
4460090,No user reviews,0,0
4460100,No user reviews,0,0
4460130,Very Positive,54,3
4460170,Positive,26,4
4460180,Positive,11,1
4460200,No user reviews,0,0
4460220,Very Positive,57,8
4460230,No user reviews,0,0
4460300,No user reviews,0,0
4460310,No user reviews,0,0
4460380,No user reviews,0,0
4460390,Mixed,4,6
4460460,No user reviews,0,0
4460470,Positive,24,1
4460480,No user reviews,0,0
4460500,No user reviews,0,0
4460510,No user reviews,0,0
4460530,Positive,24,2
4460550,4 user reviews,3,1
4460560,No user reviews,0,0
4460640,No user reviews,0,0
4460650,No user reviews,0,0
4460660,No user reviews,0,0
4461020,No user reviews,0,0
4461140,No user reviews,0,0
4461190,6 user reviews,6,0
4461220,No user reviews,0,0
4461250,Positive,16,2
4461320,No user reviews,0,0
4461330,6 user reviews,5,1
4461340,1 user reviews,1,0
4461370,No user reviews,0,0
4461390,No user reviews,0,0
4461400,No user reviews,0,0
4461410,No user reviews,0,0
4461420,No user reviews,0,0
4461430,No user reviews,0,0
4461440,No user reviews,0,0
4461450,No user reviews,0,0
4461460,No user reviews,0,0
4461590,No user reviews,0,0
4461610,No user reviews,0,0
4461620,No user reviews,0,0
4461640,Mostly Positive,203,52
4461680,No user reviews,0,0
4461710,1 user reviews,0,1
4461720,Mostly Positive,10,4
4461730,No user reviews,0,0
4461760,No user reviews,0,0
4461770,No user reviews,0,0
4461800,Mostly Negative,6,10
4461810,No user reviews,0,0
4461820,No user reviews,0,0
4461830,No user reviews,0,0
4461870,No user reviews,0,0
4461910,Positive,12,0
4461920,No user reviews,0,0
4461940,No user reviews,0,0
4462060,No user reviews,0,0
4462080,No user reviews,0,0
4462090,No user reviews,0,0
4462130,No user reviews,0,0
4462210,No user reviews,0,0
4462250,No user reviews,0,0
4462280,2 user reviews,2,0
4462330,No user reviews,0,0
4462370,1 user reviews,0,1
4462380,1 user reviews,1,0
4462510,No user reviews,0,0
4462550,No user reviews,0,0
4462560,No user reviews,0,0
4462570,Mostly Positive,7,3
4462580,No user reviews,0,0
4462640,No user reviews,0,0
4462650,No user reviews,0,0
4462690,No user reviews,0,0
4462700,No user reviews,0,0
4462730,6 user reviews,6,0
4462740,No user reviews,0,0
4462760,No user reviews,0,0
4462780,3 user reviews,2,1
4462790,2 user reviews,2,0
4462810,No user reviews,0,0
4462830,No user reviews,0,0
4462850,No user reviews,0,0
4462890,No user reviews,0,0
4462930,3 user reviews,2,1
4462940,No user reviews,0,0
4462970,1 user reviews,0,1
4462980,No user reviews,0,0
4463000,No user reviews,0,0
4463010,No user reviews,0,0
4463020,Very Positive,51,0
4463050,3 user reviews,2,1
4463060,2 user reviews,1,1
4463070,No user reviews,0,0
4463080,No user reviews,0,0
4463090,5 user reviews,3,2
4463100,2 user reviews,2,0
4463170,No user reviews,0,0
4463190,9 user reviews,8,1
4463220,No user reviews,0,0
4463320,2 user reviews,2,0
4463330,No user reviews,0,0
4463360,No user reviews,0,0
4463480,No user reviews,0,0
4463500,No user reviews,0,0
4463520,No user reviews,0,0
4463550,1 user reviews,1,0
4463570,No user reviews,0,0
4463590,No user reviews,0,0
4463620,No user reviews,0,0
4463630,No user reviews,0,0
4463660,No user reviews,0,0
4463680,No user reviews,0,0
4463690,No user reviews,0,0
4463700,Positive,13,1
4463730,No user reviews,0,0
4463750,No user reviews,0,0
4463820,No user reviews,0,0
4463840,No user reviews,0,0
4463860,No user reviews,0,0
4463890,No user reviews,0,0
4463900,No user reviews,0,0
4463930,No user reviews,0,0
4463950,No user reviews,0,0
4463990,No user reviews,0,0
4464010,No user reviews,0,0
4464020,No user reviews,0,0
4464040,2 user reviews,2,0
4464150,No user reviews,0,0
4464170,No user reviews,0,0
4464180,No user reviews,0,0
4464250,No user reviews,0,0
4464260,2 user reviews,0,2
4464350,2 user reviews,2,0
4464380,No user reviews,0,0
4464390,No user reviews,0,0
4464400,No user reviews,0,0
4464410,No user reviews,0,0
4464420,3 user reviews,3,0
4464430,No user reviews,0,0
4464460,No user reviews,0,0
4464490,No user reviews,0,0
4464510,3 user reviews,0,3
4464530,No user reviews,0,0
4464540,Positive,11,1
4464550,No user reviews,0,0
4464570,3 user reviews,3,0
4464610,No user reviews,0,0
4464620,5 user reviews,3,2
4464630,Very Positive,95,4
4464760,1 user reviews,1,0
4464780,No user reviews,0,0
4464810,No user reviews,0,0
4464820,No user reviews,0,0
4464860,No user reviews,0,0
4464900,No user reviews,0,0
4464910,No user reviews,0,0
4464920,No user reviews,0,0
4464970,No user reviews,0,0
4464990,No user reviews,0,0
4465030,6 user reviews,5,1
4465120,No user reviews,0,0
4465210,9 user reviews,9,0
4465270,No user reviews,0,0
4465280,No user reviews,0,0
4465290,No user reviews,0,0
4465300,No user reviews,0,0
4465330,No user reviews,0,0
4465360,No user reviews,0,0
4465400,2 user reviews,1,1
4465410,No user reviews,0,0
4465440,7 user reviews,3,4
4465450,No user reviews,0,0
4465510,No user reviews,0,0
4465520,No user reviews,0,0
4465550,No user reviews,0,0
4465560,No user reviews,0,0
4465580,No user reviews,0,0
4465600,No user reviews,0,0
4465650,No user reviews,0,0
4465680,No user reviews,0,0
4465690,2 user reviews,2,0
4465720,No user reviews,0,0
4465730,No user reviews,0,0
4465740,No user reviews,0,0
4465790,No user reviews,0,0
4465820,No user reviews,0,0
4465830,No user reviews,0,0
4465840,No user reviews,0,0
4465850,No user reviews,0,0
4465900,No user reviews,0,0
4465960,No user reviews,0,0
4465980,No user reviews,0,0
4465990,No user reviews,0,0
4466010,No user reviews,0,0
4466030,No user reviews,0,0
4466070,3 user reviews,3,0
4466090,No user reviews,0,0
4466100,4 user reviews,3,1
4466110,No user reviews,0,0
4466120,No user reviews,0,0
4466140,No user reviews,0,0
4466150,No user reviews,0,0
4466190,7 user reviews,7,0
4466240,8 user reviews,8,0
4466360,No user reviews,0,0
4466370,No user reviews,0,0
4466390,3 user reviews,3,0
4466410,No user reviews,0,0
4466450,No user reviews,0,0
4466470,9 user reviews,9,0
4466540,No user reviews,0,0
4466550,No user reviews,0,0
4466560,No user reviews,0,0
4466580,Positive,9,1
4466610,Mixed,4,6
4466620,Very Positive,2131,216
4466630,No user reviews,0,0
4466690,No user reviews,0,0
4466790,No user reviews,0,0
